framework,num_nodes,num_workers_per_node,num_actors,startup_time,shutdown_time
dask,16,52,832,16.827423396999997,0.165056359
dask,16,52,832,5.319506876,0.162269868
dask,16,52,832,5.16979893,0.174074596
dask,16,52,832,5.1710630900000005,0.160921666
dask,16,52,832,5.048872762999999,0.161566225
dask,16,52,832,5.131144292,0.176961771
