framework,num_nodes,num_workers_per_node,num_actors,startup_time,shutdown_time
dask,32,52,1664,22.328851723,0.3272697
dask,32,52,1664,10.203961976,0.327893968
dask,32,52,1664,10.131405118,0.326477389
dask,32,52,1664,10.15647779,0.325113347
dask,32,52,1664,10.203867334,0.324109614
dask,32,52,1664,10.252536008,0.375682209
