topology,agent_count,model_size,train_t,push_t,agg_t
powerlaw,192,large,27.780231841956265,1.017256514984183,0.03452902799472213
powerlaw,192,large,28.486253598006442,0.3280692529515363,0.03403142694151029
powerlaw,192,large,32.132683262985665,2.117350924934726,0.044427755987271667
powerlaw,192,large,31.475919063028414,0.3414560990058817,0.04094006109517068
powerlaw,192,large,30.485580459004268,0.30703177198302,0.03490520903142169
powerlaw,192,large,27.61872603397933,0.2618213460082188,0.033403673995053396
powerlaw,192,large,29.98978917504428,0.9428051170543768,0.03724387299735099
powerlaw,192,large,26.159258564992342,0.27265864302171394,0.031340256973635405
powerlaw,192,large,28.404755970987026,0.24080825902638026,0.032735148968640715
powerlaw,192,large,33.75183917302638,0.23886290099471807,0.034965551050845534
powerlaw,192,large,30.5174929650384,0.00032506202114745975,0.01975673099514097
powerlaw,192,large,34.40793027199106,0.2708140410250053,0.03517232195008546
powerlaw,192,large,27.46909313101787,0.305370251997374,0.04149026103550568
powerlaw,192,large,28.2987216989859,0.00033102702582255006,0.01778688107151538
powerlaw,192,large,32.01087151892716,0.3916727440082468,0.04204682802082971
powerlaw,192,large,26.643146793998312,0.2867443099967204,0.0335480619687587
powerlaw,192,large,29.950131090939976,0.4267940009594895,0.034721529053058475
powerlaw,192,large,30.685363141004927,3.4874308460275643,0.04857666802126914
powerlaw,192,large,28.594998640939593,0.37461130699375644,0.033731058065313846
powerlaw,192,large,28.661054366995813,0.3561568570439704,0.04185421598958783
powerlaw,192,large,26.583936065027956,0.7311939459177665,0.03759125812212005
powerlaw,192,large,27.932556920917705,0.7707099919789471,0.03512123000109568
powerlaw,192,large,26.26656819297932,0.3832584190531634,0.032939057040493935
powerlaw,192,large,28.394489923026413,0.3685756490449421,0.033608720055781305
powerlaw,192,large,26.675548727915157,0.512784133956302,0.03183897596318275
powerlaw,192,large,30.133589132048655,0.5425554510438815,0.03620248299557716
powerlaw,192,large,27.236991480051074,0.26059297210304067,0.03330543095944449
powerlaw,192,large,28.775388982030563,0.5700000550132245,0.04165715811541304
powerlaw,192,large,27.228402685956098,0.36042897298466414,0.034764346084557474
powerlaw,192,large,28.21227912203176,0.5622487759683281,0.035004535980988294
powerlaw,192,large,26.211877605994232,0.27967436995822936,0.03301554702920839
powerlaw,192,large,26.512927517062053,0.47386768489377573,0.030118610011413693
powerlaw,192,large,27.11322649300564,0.3396223509334959,0.03539599402574822
powerlaw,192,large,30.050105942005757,0.46754662203602493,0.03361940395552665
powerlaw,192,large,26.945372833055444,0.47414005594328046,0.03463839407777414
powerlaw,192,large,29.7541628399631,0.4200581430341117,0.04029573599109426
powerlaw,192,large,29.58794088102877,0.2442131819552742,0.03341381408972666
powerlaw,192,large,32.87039763905341,0.5795232419623062,0.03547314798925072
powerlaw,192,large,26.291429207951296,0.6312865229556337,0.031499771983362734
powerlaw,192,large,29.324567527975887,0.4100108799757436,0.037099167064297944
powerlaw,192,large,31.273438835982233,0.7076152599183843,0.04002316197147593
powerlaw,192,large,32.22745704598492,0.7777721069287509,0.03494945098645985
powerlaw,192,large,35.228418147948105,0.7160899710142985,0.043113458959851414
powerlaw,192,large,28.996002858970314,0.29900065198307857,0.03330750501481816
powerlaw,192,large,28.389535723021254,1.2260063109570183,0.03528907202417031
powerlaw,192,large,26.722855411004275,0.5558541259379126,0.03960700408788398
powerlaw,192,large,28.747144734021276,0.00032963306875899434,0.01951744797406718
powerlaw,192,large,26.233464853139594,0.3156087030074559,0.032486909069120884
powerlaw,768,small,26.51906365697505,0.03636057901894674,0.03137104999041185
powerlaw,768,small,28.4758062150795,0.0538313509314321,0.03974010510137305
powerlaw,768,small,26.444611616025213,0.0640461600269191,0.03282914502779022
powerlaw,768,small,27.743812593980692,0.060313682013656944,0.03100335702765733
powerlaw,768,small,28.155422303127125,0.05837612599134445,0.03191386203980073
powerlaw,768,small,30.57115390204126,0.0358779959497042,0.03363119100686163
powerlaw,768,small,28.330835546948947,0.03578515298431739,0.03258876403560862
powerlaw,768,small,28.421649528085254,0.03287277591880411,0.031320557987783104
powerlaw,768,small,27.163802670955192,0.03839625901309773,0.03483130794484168
powerlaw,768,small,27.899005823011976,0.03267686511389911,0.030562457046471536
powerlaw,768,small,29.138631503970828,0.10072445496916771,0.02965628105448559
powerlaw,768,small,31.392179653863423,0.880473196040839,0.0553038299549371
powerlaw,768,small,28.255282727943268,0.0003672170569188893,0.01797608402557671
powerlaw,768,small,29.92468615109101,0.0776388660306111,0.03174303297419101
powerlaw,768,small,28.376328524958808,0.05764798499876633,0.03772775607649237
powerlaw,768,small,26.55654340708861,0.0864026250783354,0.03190383693436161
powerlaw,768,small,30.22357535606716,0.13377154699992388,0.03405306104104966
powerlaw,768,small,27.13556122209411,0.030665297992527485,0.030979219009168446
powerlaw,768,small,28.418741339002736,0.05858677701326087,0.03205057408194989
powerlaw,768,small,27.03840942500392,0.3031916229519993,0.033485863998066634
powerlaw,768,small,28.3399045940605,0.060443251102697104,0.03668480599299073
powerlaw,768,small,28.778488365991507,0.0724799869931303,0.03371206694282591
powerlaw,768,small,27.877884405024815,0.060938192007597536,0.03224464500090107
powerlaw,768,small,27.856965673097875,0.035696221981197596,0.033311409992165864
powerlaw,768,small,31.506707601074595,0.030988871061708778,0.032413151930086315
powerlaw,768,small,28.980390523036476,0.09913301205961034,0.03105162805877626
powerlaw,768,small,32.58924827701412,0.19970565394032747,0.036200692993588746
powerlaw,768,small,28.23211810301291,0.035876155889127403,0.029915900027845055
powerlaw,768,small,28.224397160112858,0.056880767981056124,0.030658058065455407
powerlaw,768,small,27.406746514025144,0.060940197960007936,0.03156081499764696
powerlaw,768,small,26.398265124007594,0.27143247198546305,0.03383452497655526
powerlaw,768,small,26.442246834980324,0.0318794070626609,0.028707551129627973
powerlaw,768,small,26.35787539894227,0.035486209962982684,0.031501895922701806
powerlaw,768,small,29.108391682966612,0.28274819592479616,0.03492096607806161
powerlaw,768,small,28.72544613899663,0.03500773897394538,0.03242071904242039
powerlaw,768,small,27.01369237306062,0.03030940191820264,0.029415256984066218
powerlaw,768,small,29.14494144800119,0.055999809061177075,0.031193329894449562
powerlaw,768,small,30.25632807292277,0.07493840105598792,0.0335510911536403
powerlaw,768,small,37.40561744192382,0.05916890001390129,0.040328573086299
powerlaw,768,small,28.179437427024823,0.06493895396124572,0.04000138596165925
powerlaw,768,small,28.336487038934138,0.03439987008459866,0.03213806898565963
powerlaw,768,small,29.715140307031106,0.05936089501483366,0.032852385949809104
powerlaw,768,small,35.54284566495335,0.03459419694263488,0.039501329010818154
powerlaw,768,small,31.832376913982444,0.034597166057210416,0.03191076806979254
powerlaw,768,small,25.813991357921623,0.000281590037047863,0.01779481105040759
powerlaw,768,small,31.808252040937077,0.05871431599371135,0.03879960399353877
powerlaw,768,small,28.876283290912397,0.12757762207183987,0.03287774795899168
powerlaw,768,small,36.44252466398757,0.09985442698234692,0.03980853903340176
powerlaw,768,small,26.944120405998547,0.0595053790602833,0.03189867699984461
powerlaw,768,small,26.60776632395573,0.03572181815980002,0.03229224297683686
powerlaw,768,small,26.530603713996243,0.05775572301354259,0.03247024794109166
powerlaw,768,small,28.467629976046737,0.05484966706717387,0.03116586193209514
powerlaw,768,small,31.1757589300978,0.03426340490113944,0.03314381296513602
powerlaw,768,small,29.5061622618814,0.21210204588714987,0.03399422694928944
powerlaw,768,small,28.462613853043877,0.12327079905662686,0.03585875499993563
powerlaw,768,small,29.810854939045385,0.00031267711892724037,0.016161182953510433
powerlaw,768,small,29.091090074914973,0.03384002106031403,0.03241070604417473
powerlaw,768,small,30.68368877703324,0.051548368064686656,0.030138942936901003
powerlaw,768,small,26.82778925198363,0.061475832015275955,0.032247142924461514
powerlaw,768,small,27.050999536004383,0.03475073608569801,0.02952812402509153
powerlaw,768,small,28.113197834056336,0.057682674028910697,0.03300848801154643
powerlaw,768,small,26.56630556192249,0.0003479719744063914,0.01850616408046335
powerlaw,768,small,29.13096639199648,0.08813910698518157,0.03398297599051148
powerlaw,768,small,27.13727798004402,0.00028552499134093523,0.017426503007300198
powerlaw,768,small,31.067487005144358,0.03969276987481862,0.03741866408381611
powerlaw,768,small,26.61498071392998,0.10244145797332749,0.030940774944610894
powerlaw,768,small,30.068310513102915,0.07702555402647704,0.032613779010716826
powerlaw,768,small,26.954809251008555,0.03730749501846731,0.03142239502631128
powerlaw,768,small,27.371481948008295,0.03477336704963818,0.02996761497342959
powerlaw,768,small,33.19613611907698,0.0003234639880247414,0.0193645260296762
powerlaw,768,small,27.393558198935352,0.00032378011383116245,0.01693838700884953
powerlaw,768,small,26.27834661101224,0.05434107803739607,0.03028836997691542
powerlaw,768,small,31.104111604043283,0.0891798289376311,0.04102893406525254
powerlaw,768,small,29.251315467001405,0.08484504907391965,0.033878854068461806
powerlaw,768,small,29.818392164015677,0.03258120093960315,0.031989616923965514
powerlaw,768,small,39.81790690199705,0.034636950062122196,0.03947703808080405
powerlaw,768,small,28.63827802106971,0.06529079703614116,0.034512211044784635
powerlaw,768,small,28.548236770031508,0.06161773792700842,0.031848984013777226
powerlaw,768,small,28.31725726102013,0.23141408996889368,0.03262924699811265
powerlaw,768,small,29.536006690992508,0.06332643795758486,0.03905371809378266
powerlaw,768,small,31.99010527494829,0.061527874029707164,0.033896999957505614
powerlaw,768,small,28.333644273981918,0.0003663219977170229,0.017546732968185097
powerlaw,768,small,27.99602160602808,0.13691204198403284,0.032648966007400304
powerlaw,768,small,26.335640699020587,0.0570209170691669,0.03171051701065153
powerlaw,768,small,26.42050454998389,0.0003270431188866496,0.016601878975052387
powerlaw,768,small,27.586944526061416,0.059624598012305796,0.031778133125044405
powerlaw,768,small,28.32038334797835,0.06060723291011527,0.03163137304363772
powerlaw,768,small,28.74683617503615,0.03294505598023534,0.029051227087620646
powerlaw,768,small,26.038709587068297,0.05801683390745893,0.02926504606148228
powerlaw,768,small,26.61448556598043,0.06270389899145812,0.03182693803682923
powerlaw,768,small,29.273774364963174,0.5604915280709974,0.05316675110952929
powerlaw,768,small,30.791575580020435,0.11938193114474416,0.03501749300630763
powerlaw,768,small,30.22137388191186,0.058060473995283246,0.03031849703984335
powerlaw,768,small,30.14585492707556,0.09150285401847214,0.03041964501608163
powerlaw,768,small,31.237718119984493,0.0003364428994245827,0.0165328680886887
powerlaw,768,small,32.24714530498022,0.0573774550575763,0.03053938696393743
powerlaw,768,small,28.065440111909993,0.05730411602417007,0.03215857892064378
powerlaw,768,small,30.771014104015194,0.0003397130058147013,0.018247650004923344
powerlaw,768,small,29.75118504697457,0.08296628092648461,0.03155406401492655
powerlaw,768,small,27.71280136803398,0.060018448857590556,0.033637942105997354
powerlaw,768,small,26.363070916966535,0.03500810399418697,0.029787083971314132
powerlaw,768,small,30.410665231000166,0.05686372402124107,0.035024860000703484
powerlaw,768,small,28.745645748858806,0.08116524998331442,0.032733058964367956
powerlaw,768,small,33.68238647794351,0.056982339068781585,0.034021726984065026
powerlaw,768,small,26.284844797977712,0.0881571039208211,0.03144908102694899
powerlaw,768,small,29.189484645961784,0.08711074513848871,0.03624839207623154
powerlaw,768,small,32.34964786202181,0.0002909029717557132,0.018081369053106755
powerlaw,768,small,26.498742843046784,0.05696088098920882,0.03289995004888624
powerlaw,768,small,26.75009254895849,0.1107616790686734,0.03221055993344635
powerlaw,768,small,28.76522025396116,0.17676717293215916,0.03288501803763211
powerlaw,768,small,28.379147713945713,0.056686480005737394,0.03385907498886809
powerlaw,768,small,31.836518258030992,0.07506459101568907,0.03206970193423331
powerlaw,768,small,33.551072995061986,0.060444365022704005,0.03383181703975424
powerlaw,768,small,32.64461577497423,0.08241593302227557,0.03339396009687334
powerlaw,768,small,27.88943206402473,0.0829306350206025,0.03228425304405391
powerlaw,768,small,32.63426458701724,0.05819584202254191,0.03433018096257001
powerlaw,768,small,27.881373558018822,0.06142419495154172,0.03306256502401084
powerlaw,768,small,26.976086220995057,0.00028799206484109163,0.01707827893551439
powerlaw,768,small,30.524641754978802,0.3030683010001667,0.03631078213220462
powerlaw,768,small,26.85194932098966,0.1417029670556076,0.033843701996374875
powerlaw,768,small,31.30778537702281,0.05894906399771571,0.033807920932304114
powerlaw,768,small,26.50103428296279,0.0003154458827339113,0.016820963064674288
powerlaw,768,small,26.38967646402307,0.00027811300242319703,0.015287810005247593
powerlaw,768,small,27.104736586974468,0.06384124793112278,0.03586793993599713
powerlaw,768,small,28.0302168300841,0.03912378294626251,0.03335028298897669
powerlaw,768,small,30.758222238975577,0.03187458997126669,0.030559894046746194
powerlaw,768,small,29.402327472984325,0.03386979101924226,0.030335914983879775
powerlaw,768,small,28.701800670998637,0.000311878917273134,0.01796388695947826
powerlaw,768,small,27.867194662976544,0.032628490938805044,0.030800340929999948
powerlaw,768,small,26.414567706058733,0.03398345597088337,0.031950064992997795
powerlaw,768,small,26.594186264905147,0.03237790788989514,0.03134046000195667
powerlaw,768,small,29.913515499036293,0.05792411201400682,0.036208507139235735
powerlaw,768,small,27.892845960042905,0.08390201302245259,0.032179454050492495
powerlaw,768,small,30.72407988004852,0.3585032160044648,0.04134391504339874
powerlaw,768,small,29.599428560060915,0.05907058500451967,0.03425460611470044
powerlaw,768,small,29.312572959053796,0.034978790034074336,0.03212900093058124
powerlaw,768,small,27.242850876005832,0.07941955898422748,0.03510291606653482
powerlaw,768,small,33.05761350604007,0.03680126607650891,0.03243812592700124
powerlaw,768,small,29.177600367052946,0.057744936959352344,0.031252575980033726
powerlaw,768,small,27.842936848057434,0.03441469598328695,0.030362716992385685
powerlaw,768,small,28.52341757400427,0.058402352093253285,0.029989220027346164
powerlaw,768,small,27.384195163904224,0.05299627094063908,0.03188340598717332
powerlaw,768,small,26.43628844502382,0.22124714899109676,0.03246683091856539
powerlaw,768,small,34.913133383961394,0.2248051690403372,0.038554861035663635
powerlaw,768,small,27.50464224908501,0.03497018100460991,0.031451285001821816
powerlaw,768,small,28.77708629000699,0.0002748038969002664,0.01706110901432112
powerlaw,768,small,27.163944395026192,0.03325231408234686,0.02917525899829343
powerlaw,768,small,28.617434408981353,0.0003202850348316133,0.0171670260024257
powerlaw,768,small,28.679027909005526,0.03393049392616376,0.032569231116212904
powerlaw,768,small,27.521147230057977,0.0003480230225250125,0.015920999052468687
powerlaw,768,small,25.627896508027334,0.037456477992236614,0.029981411003973335
powerlaw,768,small,29.678857192979194,0.03329688106896356,0.035817308933474123
powerlaw,768,small,29.12127191212494,0.06067448202520609,0.03167039208346978
powerlaw,768,small,33.62696956604486,0.037212111928965896,0.030039410979952663
powerlaw,768,small,26.814723886956926,0.035568316001445055,0.031036995933391154
powerlaw,768,small,30.17356212507002,0.05644546094117686,0.02992666803766042
powerlaw,768,small,27.691716792003717,0.060607039951719344,0.032522511028219014
powerlaw,768,small,27.998639910074417,0.03536692704074085,0.030945492966566235
powerlaw,768,small,28.394922925101127,0.05949123197933659,0.02917140896897763
powerlaw,768,small,29.694955877086613,0.46410863392520696,0.04492022597696632
powerlaw,768,small,27.325792362971697,0.2941988229868002,0.033036635897587985
powerlaw,768,small,29.897520906000864,0.06120676710270345,0.031331859005149454
powerlaw,768,small,27.48069801996462,0.036623390042223036,0.03288464399520308
powerlaw,768,small,27.7892816500389,0.03370332298800349,0.0320971860201098
powerlaw,768,small,29.384621876000892,0.0003221179940737784,0.017992207955103368
powerlaw,768,small,30.23880688403733,0.0440637850551866,0.036496034008450806
powerlaw,768,small,32.55486186099006,0.036698839045129716,0.033723651082254946
powerlaw,768,small,28.47389322507661,0.08194257301511243,0.03482801798963919
powerlaw,768,small,26.669926383008715,0.0315344599657692,0.03052958700573072
powerlaw,768,small,29.81928881915519,0.000313794007524848,0.0171479579876177
powerlaw,768,small,26.5895344769815,0.0348286060616374,0.02906351297860965
powerlaw,768,small,26.056809218018316,0.06061170203611255,0.03264556103385985
powerlaw,768,small,30.36869395704707,0.05970544595038518,0.03880387108074501
powerlaw,768,small,27.075968732999172,0.07989591802470386,0.03324144898215309
powerlaw,768,small,30.746185521013103,0.034186288074124604,0.03256496402900666
powerlaw,768,small,26.091676926065702,0.03582530206767842,0.030044989020098
powerlaw,768,small,29.11283016897505,0.00026931799948215485,0.015475530992262065
powerlaw,768,small,26.231931871036068,0.05709984293207526,0.031062196067068726
powerlaw,768,small,28.411070853006095,0.05878670985111967,0.03319277806440368
powerlaw,768,small,30.752165749843698,0.05961171898525208,0.03429914702428505
powerlaw,768,small,30.28764103195863,0.3259991119848564,0.036960501049179584
powerlaw,768,small,28.59532748401398,0.04038613697048277,0.037754041026346385
powerlaw,768,small,31.87456966500031,0.056593779008835554,0.03210253099678084
powerlaw,768,small,26.6410404460039,0.165138618031051,0.03203016991028562
powerlaw,768,small,27.47641763003776,0.0371467950171791,0.032277046877425164
powerlaw,768,small,26.89727827097522,0.032318898010998964,0.028725898009724915
powerlaw,768,small,27.605742525018286,0.09723062196280807,0.03284813207574189
powerlaw,768,small,29.726374295016285,0.0002931119524873793,0.015460761031135917
powerlaw,768,small,26.424556703073904,0.06648101593600586,0.0339132149820216
powerlaw,768,small,28.562282046012115,0.03784921095939353,0.03104038501624018
powerlaw,768,small,26.783835863985587,0.055856722057797015,0.031563017051666975
powerlaw,768,small,27.738602705998346,0.08440124103799462,0.035089213924948126
powerlaw,768,small,27.925619049929082,0.03298263903707266,0.029127796937245876
powerlaw,768,small,29.10524495493155,0.037483697931747884,0.03264888795092702
