exchange,proxystore,data_size_bytes,latency_s
HttpExchangeFactory,False,1000,0.03471372
HttpExchangeFactory,False,1000,0.034108428
HttpExchangeFactory,False,1000,0.037678471
HttpExchangeFactory,False,1000,0.033291463
HttpExchangeFactory,False,1000,0.03304792
HttpExchangeFactory,False,1000,0.033155345
HttpExchangeFactory,False,1000,0.035836072
HttpExchangeFactory,False,1000,0.034744307
HttpExchangeFactory,False,1000,0.033032448
HttpExchangeFactory,False,1000,0.032496854
HttpExchangeFactory,False,1000,0.029975998
HttpExchangeFactory,False,1000,0.030397652
HttpExchangeFactory,False,1000,0.032661685
HttpExchangeFactory,False,1000,0.032244731
HttpExchangeFactory,False,1000,0.034510972
HttpExchangeFactory,False,1000,0.033443339
HttpExchangeFactory,False,1000,0.03386927
HttpExchangeFactory,False,1000,0.036152911
HttpExchangeFactory,False,1000,0.035887901
HttpExchangeFactory,False,1000,0.035288351
HttpExchangeFactory,False,1000,0.036874361
HttpExchangeFactory,False,1000,0.033589774
HttpExchangeFactory,False,1000,0.035275651
HttpExchangeFactory,False,1000,0.03634598
HttpExchangeFactory,False,1000,0.035104325
HttpExchangeFactory,False,1000,0.035911039
HttpExchangeFactory,False,1000,0.035585358
HttpExchangeFactory,False,1000,0.034726464
HttpExchangeFactory,False,1000,0.036186955
HttpExchangeFactory,False,1000,0.036349964
HttpExchangeFactory,False,1000,0.035154678
HttpExchangeFactory,False,1000,0.035526271
HttpExchangeFactory,False,1000,0.034455925
HttpExchangeFactory,False,1000,0.034434431
HttpExchangeFactory,False,1000,0.034663465
HttpExchangeFactory,False,1000,0.032016237
HttpExchangeFactory,False,1000,0.03615021
HttpExchangeFactory,False,1000,0.033985709
HttpExchangeFactory,False,1000,0.030410838
HttpExchangeFactory,False,1000,0.03118991
HttpExchangeFactory,False,1000,0.035205916
HttpExchangeFactory,False,1000,0.038878678
HttpExchangeFactory,False,1000,0.039292697
HttpExchangeFactory,False,1000,0.037022222
HttpExchangeFactory,False,1000,0.039386853
HttpExchangeFactory,False,1000,0.03887368
HttpExchangeFactory,False,1000,0.041538412
HttpExchangeFactory,False,1000,0.040066308
HttpExchangeFactory,False,1000,0.039021829
HttpExchangeFactory,False,1000,0.037827291
HttpExchangeFactory,False,10000,0.050063891
HttpExchangeFactory,False,10000,0.046456307
HttpExchangeFactory,False,10000,0.036573123
HttpExchangeFactory,False,10000,0.03439714
HttpExchangeFactory,False,10000,0.036506035
HttpExchangeFactory,False,10000,0.038820162
HttpExchangeFactory,False,10000,0.036108248
HttpExchangeFactory,False,10000,0.036427475
HttpExchangeFactory,False,10000,0.03604688
HttpExchangeFactory,False,10000,0.038222477
HttpExchangeFactory,False,10000,0.039066305
HttpExchangeFactory,False,10000,0.038515848
HttpExchangeFactory,False,10000,0.041170537
HttpExchangeFactory,False,10000,0.042788122
HttpExchangeFactory,False,10000,0.045003781
HttpExchangeFactory,False,10000,0.037951641
HttpExchangeFactory,False,10000,0.036994449
HttpExchangeFactory,False,10000,0.03738223
HttpExchangeFactory,False,10000,0.040969687
HttpExchangeFactory,False,10000,0.042480646
HttpExchangeFactory,False,10000,0.043036985
HttpExchangeFactory,False,10000,0.043311485
HttpExchangeFactory,False,10000,0.042806078
HttpExchangeFactory,False,10000,0.040903072
HttpExchangeFactory,False,10000,0.037653455
HttpExchangeFactory,False,10000,0.035687091
HttpExchangeFactory,False,10000,0.037198972
HttpExchangeFactory,False,10000,0.034838198
HttpExchangeFactory,False,10000,0.036686742
HttpExchangeFactory,False,10000,0.036286533
HttpExchangeFactory,False,10000,0.036991516
HttpExchangeFactory,False,10000,0.036907021
HttpExchangeFactory,False,10000,0.034901918
HttpExchangeFactory,False,10000,0.035256498
HttpExchangeFactory,False,10000,0.035285933
HttpExchangeFactory,False,10000,0.035160195
HttpExchangeFactory,False,10000,0.036800867
HttpExchangeFactory,False,10000,0.035061781
HttpExchangeFactory,False,10000,0.033604794
HttpExchangeFactory,False,10000,0.035680672
HttpExchangeFactory,False,10000,0.034443847
HttpExchangeFactory,False,10000,0.03234582
HttpExchangeFactory,False,10000,0.031447927
HttpExchangeFactory,False,10000,0.03058767
HttpExchangeFactory,False,10000,0.030644506
HttpExchangeFactory,False,10000,0.033086618
HttpExchangeFactory,False,10000,0.035654912
HttpExchangeFactory,False,10000,0.035031557
HttpExchangeFactory,False,10000,0.03506101
HttpExchangeFactory,False,10000,0.03568018
HttpExchangeFactory,False,100000,0.148399253
HttpExchangeFactory,False,100000,0.138188626
HttpExchangeFactory,False,100000,0.070986949
HttpExchangeFactory,False,100000,0.064556308
HttpExchangeFactory,False,100000,0.045621477
HttpExchangeFactory,False,100000,0.04450862
HttpExchangeFactory,False,100000,0.045314031
HttpExchangeFactory,False,100000,0.047208824
HttpExchangeFactory,False,100000,0.047431246
HttpExchangeFactory,False,100000,0.047551898
HttpExchangeFactory,False,100000,0.048111334
HttpExchangeFactory,False,100000,0.052035602
HttpExchangeFactory,False,100000,0.05234332
HttpExchangeFactory,False,100000,0.03999328
HttpExchangeFactory,False,100000,0.043114745
HttpExchangeFactory,False,100000,0.047418137
HttpExchangeFactory,False,100000,0.045971868
HttpExchangeFactory,False,100000,0.045459911
HttpExchangeFactory,False,100000,0.045283501
HttpExchangeFactory,False,100000,0.046831125
HttpExchangeFactory,False,100000,0.044310592
HttpExchangeFactory,False,100000,0.044363973
HttpExchangeFactory,False,100000,0.047913154
HttpExchangeFactory,False,100000,0.051089409
HttpExchangeFactory,False,100000,0.046179911
HttpExchangeFactory,False,100000,0.044413526
HttpExchangeFactory,False,100000,0.045853989
HttpExchangeFactory,False,100000,0.046617221
HttpExchangeFactory,False,100000,0.045830833
HttpExchangeFactory,False,100000,0.044609358
HttpExchangeFactory,False,100000,0.045123248
HttpExchangeFactory,False,100000,0.046278942
HttpExchangeFactory,False,100000,0.044659625
HttpExchangeFactory,False,100000,0.043240831
HttpExchangeFactory,False,100000,0.038475416
HttpExchangeFactory,False,100000,0.03942238
HttpExchangeFactory,False,100000,0.043575807
HttpExchangeFactory,False,100000,0.04149193
HttpExchangeFactory,False,100000,0.046336185
HttpExchangeFactory,False,100000,0.044701099
HttpExchangeFactory,False,100000,0.037565499
HttpExchangeFactory,False,100000,0.041038646
HttpExchangeFactory,False,100000,0.046343145
HttpExchangeFactory,False,100000,0.045718309
HttpExchangeFactory,False,100000,0.046627817
HttpExchangeFactory,False,100000,0.042201684
HttpExchangeFactory,False,100000,0.044245686
HttpExchangeFactory,False,100000,0.044660971
HttpExchangeFactory,False,100000,0.044961413
HttpExchangeFactory,False,100000,0.046946805
