framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
ray,30,1.0,1,32,32,30.154339012
ray,30,1.0,1,32,32,30.158300357
ray,30,1.0,1,32,32,30.159501988
