framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
dask,30,1.0,1,2,2,30.029570568
dask,30,1.0,1,2,2,30.025965593
dask,30,1.0,1,2,2,30.030517908
