framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
aeris,30,1.0,1,52,52,30.052562312
aeris,30,1.0,1,52,52,30.057078658
aeris,30,1.0,1,52,52,30.050378238
