framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
ray,30,1.0,32,52,1664,30.260
ray,30,1.0,32,52,1664,30.279
ray,30,1.0,32,52,1664,30.282
