framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
dask,30,1.0,1,8,8,30.043334293
dask,30,1.0,1,8,8,30.040760342
dask,30,1.0,1,8,8,30.04025064
