framework,actions_per_actor,num_nodes,num_workers_per_node,num_actors,runtime
academy,100,1,16,16,0.537734524
academy,100,1,16,16,0.542778285
academy,100,1,16,16,0.613085791
academy,100,1,16,16,0.546284006
academy,100,1,16,16,0.578509992
