framework,num_nodes,num_workers_per_node,num_actors,startup_time,shutdown_time
ray,1,8,8,0.395347022,0.086963771
ray,1,8,8,0.456917167,0.049257768
ray,1,8,8,0.470361013,0.051979537
ray,1,8,8,0.465186922,0.048845202
ray,1,8,8,0.470693357,0.050094594
ray,1,8,8,0.473535139,0.046977374
