framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
dask,30,1.0,2,52,104,30.535086073
dask,30,1.0,2,52,104,32.054927344
dask,30,1.0,2,52,104,34.382608889
