framework,actions_per_actor,num_nodes,num_workers_per_node,num_actors,runtime
academy,100,1,1,1,0.031813823
academy,100,1,1,1,0.042007624
academy,100,1,1,1,0.031670822
academy,100,1,1,1,0.035582886
academy,100,1,1,1,0.034955233
