framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
ray,30,1.0,64,52,3328,30.391791647
ray,30,1.0,64,52,3328,30.388701907
ray,30,1.0,64,52,3328,30.371353693
