framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
dask,30,1.0,32,52,1664,470.062134469
dask,30,1.0,32,52,1664,326.922552527
dask,30,1.0,32,52,1664,322.455199286
