framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
dask,30,1.0,1,1,1,30.028005852
dask,30,1.0,1,1,1,30.027040281
dask,30,1.0,1,1,1,30.02648904
