framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
aeris,30,1.0,1,2,2,30.039966175
aeris,30,1.0,1,2,2,30.040628982
aeris,30,1.0,1,2,2,30.039537465
