framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
dask,30,1.0,1,32,32,30.149527736
dask,30,1.0,1,32,32,30.139443518
dask,30,1.0,1,32,32,30.11499543
