framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
ray,30,1.0,1,52,52,30.160362746
ray,30,1.0,1,52,52,30.163061649
ray,30,1.0,1,52,52,30.16098816
