framework,actions_per_actor,num_nodes,num_workers_per_node,num_actors,runtime
academy,100,1,4,4,0.115836338
academy,100,1,4,4,0.112315036
academy,100,1,4,4,0.106661975
academy,100,1,4,4,0.114642695
academy,100,1,4,4,0.107664747
