framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
ray,30,1.0,1,1,1,30.108589284
ray,30,1.0,1,1,1,30.104370541
ray,30,1.0,1,1,1,30.131826137
