framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
academy,30,1.0,1,1,1,30.040600653
academy,30,1.0,1,1,1,30.043938847
academy,30,1.0,1,1,1,30.042153285
