framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
academy,30,1.0,1,32,32,30.05341069
academy,30,1.0,1,32,32,30.05528522
academy,30,1.0,1,32,32,30.054148834
