framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
ray,30,1.0,1,16,16,30.138413168
ray,30,1.0,1,16,16,30.137804057
ray,30,1.0,1,16,16,30.143762889
