framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
dask,30,1.0,1,52,52,30.334772467
dask,30,1.0,1,52,52,30.243451934
dask,30,1.0,1,52,52,30.209370106
