exchange,proxystore,data_size_bytes,latency_s
RedisExchange,True,1000,0.419639951
RedisExchange,True,1000,0.521572429
RedisExchange,True,1000,0.249047547
RedisExchange,True,1000,0.250091373
RedisExchange,True,1000,0.251457197
RedisExchange,True,1000,0.255400581
RedisExchange,True,1000,0.247026053
RedisExchange,True,1000,0.252250027
RedisExchange,True,1000,0.252563819
RedisExchange,True,1000,0.252716292
RedisExchange,True,10000,0.236352659
RedisExchange,True,10000,0.229954742
RedisExchange,True,10000,0.233934837
RedisExchange,True,10000,0.238581576
RedisExchange,True,10000,0.234195286
RedisExchange,True,10000,0.231687774
RedisExchange,True,10000,0.231284337
RedisExchange,True,10000,0.230808455
RedisExchange,True,10000,0.230003048
RedisExchange,True,10000,0.232996468
RedisExchange,True,100000,0.275660706
RedisExchange,True,100000,0.266092727
RedisExchange,True,100000,0.260012955
RedisExchange,True,100000,0.262079881
RedisExchange,True,100000,0.261309929
RedisExchange,True,100000,0.260462738
RedisExchange,True,100000,0.275431303
RedisExchange,True,100000,0.268435172
RedisExchange,True,100000,0.263130834
RedisExchange,True,100000,0.266215034
RedisExchange,True,1000000,0.497541484
RedisExchange,True,1000000,0.501102901
RedisExchange,True,1000000,0.510071696
RedisExchange,True,1000000,0.502628443
RedisExchange,True,1000000,0.522975681
RedisExchange,True,1000000,0.508053929
RedisExchange,True,1000000,0.508003048
RedisExchange,True,1000000,0.514260739
RedisExchange,True,1000000,0.511004089
RedisExchange,True,1000000,0.508552252
RedisExchange,True,10000000,2.857976505
RedisExchange,True,10000000,2.975058733
RedisExchange,True,10000000,2.890079255
RedisExchange,True,10000000,2.875638169
RedisExchange,True,10000000,2.92804118
RedisExchange,True,10000000,2.868107115
RedisExchange,True,10000000,2.992009867
RedisExchange,True,10000000,3.076283655
RedisExchange,True,10000000,2.898674502
RedisExchange,True,10000000,2.910255554
RedisExchange,True,100000000,29.988006422
RedisExchange,True,100000000,28.129138744
RedisExchange,True,100000000,28.113290373
RedisExchange,True,100000000,28.213973721
RedisExchange,True,100000000,31.58776134
RedisExchange,True,100000000,28.093874023
RedisExchange,True,100000000,32.431656721
RedisExchange,True,100000000,27.671702865
RedisExchange,True,100000000,27.300010342
RedisExchange,True,100000000,28.22840888
