framework,actions_per_actor,num_nodes,num_workers_per_node,num_actors,runtime
academy,100,1,8,8,0.268419976
academy,100,1,8,8,0.254397175
academy,100,1,8,8,0.246216827
academy,100,1,8,8,0.251175342
academy,100,1,8,8,0.243098071
