framework,num_nodes,num_workers_per_node,num_actors,startup_time,shutdown_time
dask,1,8,8,2.040297065,0.001873574
dask,1,8,8,0.043095485,0.001827585
dask,1,8,8,0.045399775999999996,0.001797649
dask,1,8,8,0.044339304,0.001795066
dask,1,8,8,0.046731493,0.001779908
dask,1,8,8,0.044538864,0.001800066
