framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
dask,30,1.0,8,52,416,88.863259219
dask,30,1.0,8,52,416,102.180200488
dask,30,1.0,8,52,416,145.912204674
