framework,num_nodes,num_workers_per_node,num_actors,startup_time,shutdown_time
academy,2,52,104,16.832754513999998,0.034609067
academy,2,52,104,0.233491847,0.032804336
academy,2,52,104,0.227930613,0.037551936
academy,2,52,104,0.287546436,0.03750643
academy,2,52,104,0.254791714,0.033163742
academy,2,52,104,0.226889024,0.032043517
