exchange,proxystore,data_size_bytes,latency_s
HybridExchange,False,1000,0.06514172
HybridExchange,False,1000,0.001896319
HybridExchange,False,1000,0.001788498
HybridExchange,False,1000,0.001852158
HybridExchange,False,1000,0.001860813
HybridExchange,False,1000,0.001674815
HybridExchange,False,1000,0.001550311
HybridExchange,False,1000,0.001827826
HybridExchange,False,1000,0.002142779
HybridExchange,False,1000,0.042129241
HybridExchange,False,10000,0.001904187
HybridExchange,False,10000,0.001830076
HybridExchange,False,10000,0.002075884
HybridExchange,False,10000,0.001959727
HybridExchange,False,10000,0.001940714
HybridExchange,False,10000,0.001923429
HybridExchange,False,10000,0.001896209
HybridExchange,False,10000,0.002071183
HybridExchange,False,10000,0.001803425
HybridExchange,False,10000,0.002473064
HybridExchange,False,100000,0.00245434
HybridExchange,False,100000,0.002692113
HybridExchange,False,100000,0.002012759
HybridExchange,False,100000,0.001975878
HybridExchange,False,100000,0.001885831
HybridExchange,False,100000,0.002024321
HybridExchange,False,100000,0.00183242
HybridExchange,False,100000,0.001838737
HybridExchange,False,100000,0.001447807
HybridExchange,False,100000,0.002014771
HybridExchange,False,1000000,0.005179477
HybridExchange,False,1000000,0.004476414
HybridExchange,False,1000000,0.003904568
HybridExchange,False,1000000,0.003460227
HybridExchange,False,1000000,0.003974956
HybridExchange,False,1000000,0.003819036
HybridExchange,False,1000000,0.003552212
HybridExchange,False,1000000,0.003545213
HybridExchange,False,1000000,0.003514269
HybridExchange,False,1000000,0.003864978
HybridExchange,False,10000000,0.033751955
HybridExchange,False,10000000,0.03073487
HybridExchange,False,10000000,0.029356062
HybridExchange,False,10000000,0.028426072
HybridExchange,False,10000000,0.027661712
HybridExchange,False,10000000,0.027156414
HybridExchange,False,10000000,0.027211457
HybridExchange,False,10000000,0.028073694
HybridExchange,False,10000000,0.027653599
HybridExchange,False,10000000,0.028181818
HybridExchange,False,100000000,0.293655723
HybridExchange,False,100000000,0.294850539
HybridExchange,False,100000000,0.265932231
HybridExchange,False,100000000,0.2681898
HybridExchange,False,100000000,0.268259731
HybridExchange,False,100000000,0.265841993
HybridExchange,False,100000000,0.267683915
HybridExchange,False,100000000,0.268910272
HybridExchange,False,100000000,0.266565886
HybridExchange,False,100000000,0.26685382
