framework,num_nodes,num_workers_per_node,num_actors,startup_time,shutdown_time
ray,1,16,16,0.38353039899999997,0.081470857
ray,1,16,16,0.513098979,0.071188163
ray,1,16,16,0.478981408,0.055926974
ray,1,16,16,0.523902199,0.05328561
ray,1,16,16,0.556765258,0.058052407
ray,1,16,16,0.5243215729999999,0.053331096
