framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
dask,30,1.0,4,52,208,40.121578888
dask,30,1.0,4,52,208,46.475780109
dask,30,1.0,4,52,208,61.264812053
