framework,trials,data_size_bytes,mean_latency_s,stdev_latency_s
Dask,50,1000,0.0011862564799999997,0.001058674314118991
Dask,50,10000,0.00150757688,7.625805271084892e-05
Dask,50,100000,0.003356111980000001,0.0004112965669357356
Dask,50,1000000,0.020946093360000008,0.0002088333045260157
Dask,50,10000000,0.19014822506,0.0005790973727493827
Dask,50,100000000,1.8917998743999995,0.005171878677522309
