framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
ray,30,1.0,4,52,208,30.168558542
ray,30,1.0,4,52,208,30.177762142
ray,30,1.0,4,52,208,30.176649737
