framework,actions_per_actor,num_nodes,num_workers_per_node,num_actors,runtime
academy,100,1,32,32,1.14611976
academy,100,1,32,32,1.237094404
academy,100,1,32,32,1.413177213
academy,100,1,32,32,1.498810678
academy,100,1,32,32,1.424046453
