framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
academy,30,1.0,32,52,1664,30.635315703
academy,30,1.0,32,52,1664,30.508799656
academy,30,1.0,32,52,1664,30.520131557
