framework,actions_per_actor,num_nodes,num_workers_per_node,num_actors,runtime
academy,100,1,52,52,2.253931747
academy,100,1,52,52,2.362097319
academy,100,1,52,52,2.447400804
academy,100,1,52,52,2.433728463
academy,100,1,52,52,2.688115714
