exchange,proxystore,data_size_bytes,latency_s
RedisExchange,False,1000,0.261453462
RedisExchange,False,1000,0.166485789
RedisExchange,False,1000,0.167436195
RedisExchange,False,1000,0.188387725
RedisExchange,False,1000,0.170859419
RedisExchange,False,1000,0.172639139
RedisExchange,False,1000,0.172175521
RedisExchange,False,1000,0.176156341
RedisExchange,False,1000,0.175011796
RedisExchange,False,1000,0.176206845
RedisExchange,False,10000,0.176371337
RedisExchange,False,10000,0.175286124
RedisExchange,False,10000,0.176211332
RedisExchange,False,10000,0.175571782
RedisExchange,False,10000,0.172324067
RedisExchange,False,10000,0.171781997
RedisExchange,False,10000,0.189233443
RedisExchange,False,10000,0.166717527
RedisExchange,False,10000,0.197156841
RedisExchange,False,10000,0.166459345
RedisExchange,False,100000,0.465128956
RedisExchange,False,100000,0.228979783
RedisExchange,False,100000,0.165116709
RedisExchange,False,100000,0.167757431
RedisExchange,False,100000,0.198149235
RedisExchange,False,100000,0.165818094
RedisExchange,False,100000,0.198193096
RedisExchange,False,100000,0.199828388
RedisExchange,False,100000,0.165253352
RedisExchange,False,100000,0.16821462
RedisExchange,False,1000000,0.471406756
RedisExchange,False,1000000,0.319719665
RedisExchange,False,1000000,0.290047061
RedisExchange,False,1000000,0.262374737
RedisExchange,False,1000000,0.262955726
RedisExchange,False,1000000,0.26006084
RedisExchange,False,1000000,0.258381936
RedisExchange,False,1000000,0.258780722
RedisExchange,False,1000000,0.261568428
RedisExchange,False,1000000,0.258372365
RedisExchange,False,10000000,1.35180055
RedisExchange,False,10000000,1.341751972
RedisExchange,False,10000000,1.34910033
RedisExchange,False,10000000,1.284775772
RedisExchange,False,10000000,1.30299629
RedisExchange,False,10000000,1.381725241
RedisExchange,False,10000000,1.378286677
RedisExchange,False,10000000,1.371013597
RedisExchange,False,10000000,1.373506525
RedisExchange,False,10000000,1.306507155
RedisExchange,False,100000000,10.550016518
RedisExchange,False,100000000,10.88812563
RedisExchange,False,100000000,11.51869421
RedisExchange,False,100000000,11.238831553
RedisExchange,False,100000000,10.468710062
RedisExchange,False,100000000,14.891041534
RedisExchange,False,100000000,12.633688205
RedisExchange,False,100000000,10.560599292
RedisExchange,False,100000000,10.431147506
RedisExchange,False,100000000,10.608929903
