framework,num_nodes,num_workers_per_node,num_actors,startup_time,shutdown_time
ray,32,52,1664,3.677047479,0.883172414
ray,32,52,1664,1.5734149450000001,0.901176649
ray,32,52,1664,1.685359139,0.909665305
ray,32,52,1664,1.570159444,0.877130574
ray,32,52,1664,1.748828476,0.889569368
ray,32,52,1664,1.62826711,0.984559969
