framework,num_nodes,num_workers_per_node,num_actors,startup_time,shutdown_time
academy,1,52,52,1.13694107,0.02555883
academy,1,52,52,0.122044491,0.027404254
academy,1,52,52,0.11905274499999999,0.025134545
academy,1,52,52,0.12017665,0.025176628
academy,1,52,52,0.119900743,0.021848956
academy,1,52,52,0.12543369299999999,0.026370225
