framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
dask,30,1.0,1,4,4,30.032787481
dask,30,1.0,1,4,4,30.031575991
dask,30,1.0,1,4,4,30.034072474
