framework,actions_per_actor,action_sleep,num_nodes,num_workers_per_node,num_actors,runtime
ray,30,1.0,1,2,2,30.132356386
ray,30,1.0,1,2,2,30.136493054
ray,30,1.0,1,2,2,30.13266433
