exchange,proxystore,data_size_bytes,latency_s
HttpExchangeFactory,True,10000,0.064775532
HttpExchangeFactory,True,10000,0.066756276
HttpExchangeFactory,True,10000,0.067479883
HttpExchangeFactory,True,10000,0.067150298
HttpExchangeFactory,True,10000,0.068323571
HttpExchangeFactory,True,10000,0.06675336
HttpExchangeFactory,True,10000,0.073597126
HttpExchangeFactory,True,10000,0.067144233
HttpExchangeFactory,True,10000,0.067644161
HttpExchangeFactory,True,10000,0.068059401
HttpExchangeFactory,True,10000,0.068961062
HttpExchangeFactory,True,10000,0.068124131
HttpExchangeFactory,True,10000,0.06728299
HttpExchangeFactory,True,10000,0.066985877
HttpExchangeFactory,True,10000,0.057931379
HttpExchangeFactory,True,100000,0.080749705
HttpExchangeFactory,True,100000,0.086244763
HttpExchangeFactory,True,100000,0.082235461
HttpExchangeFactory,True,100000,0.076499746
HttpExchangeFactory,True,100000,0.093267401
HttpExchangeFactory,True,100000,0.082039826
HttpExchangeFactory,True,100000,0.092256089
HttpExchangeFactory,True,100000,0.085370285
HttpExchangeFactory,True,100000,0.073375602
HttpExchangeFactory,True,100000,0.090945446
HttpExchangeFactory,True,100000,0.077621809
HttpExchangeFactory,True,100000,0.071489428
HttpExchangeFactory,True,100000,0.074892211
HttpExchangeFactory,True,100000,0.083863215
HttpExchangeFactory,True,100000,0.074690532
HttpExchangeFactory,True,100000,0.076498862
HttpExchangeFactory,True,100000,0.079448911
HttpExchangeFactory,True,100000,0.073859558
HttpExchangeFactory,True,100000,0.078433933
HttpExchangeFactory,True,100000,0.081114084
HttpExchangeFactory,True,100000,0.079381874
HttpExchangeFactory,True,100000,0.07829217
HttpExchangeFactory,True,100000,0.075051602
HttpExchangeFactory,True,100000,0.081209063
HttpExchangeFactory,True,100000,0.079294173
HttpExchangeFactory,True,100000,0.070965646
HttpExchangeFactory,True,100000,0.071155749
HttpExchangeFactory,True,100000,0.073096023
HttpExchangeFactory,True,100000,0.077789788
HttpExchangeFactory,True,100000,0.071995694
HttpExchangeFactory,True,100000,0.075705619
HttpExchangeFactory,True,100000,0.076713353
HttpExchangeFactory,True,100000,0.073467415
HttpExchangeFactory,True,100000,0.079284533
HttpExchangeFactory,True,100000,0.076605183
HttpExchangeFactory,True,100000,0.080147032
HttpExchangeFactory,True,100000,0.077337501
HttpExchangeFactory,True,100000,0.092093981
HttpExchangeFactory,True,100000,0.082831736
HttpExchangeFactory,True,100000,0.088140405
HttpExchangeFactory,True,100000,0.084605536
HttpExchangeFactory,True,100000,0.088476087
HttpExchangeFactory,True,100000,0.090271858
HttpExchangeFactory,True,100000,0.086874401
HttpExchangeFactory,True,100000,0.080658267
HttpExchangeFactory,True,100000,0.089682377
HttpExchangeFactory,True,100000,0.073653107
HttpExchangeFactory,True,100000,0.082548727
HttpExchangeFactory,True,100000,0.07364805
HttpExchangeFactory,True,100000,0.075822078
HttpExchangeFactory,True,1000000,0.273501726
HttpExchangeFactory,True,1000000,0.231958095
HttpExchangeFactory,True,1000000,0.267507341
HttpExchangeFactory,True,1000000,0.226394817
HttpExchangeFactory,True,1000000,0.204181803
HttpExchangeFactory,True,1000000,0.195391228
HttpExchangeFactory,True,1000000,0.193328585
HttpExchangeFactory,True,1000000,0.190710041
HttpExchangeFactory,True,1000000,0.186191434
HttpExchangeFactory,True,1000000,0.196287165
HttpExchangeFactory,True,1000000,0.185487896
HttpExchangeFactory,True,1000000,0.191976857
HttpExchangeFactory,True,1000000,0.195590121
HttpExchangeFactory,True,1000000,0.192299363
HttpExchangeFactory,True,1000000,0.222752345
HttpExchangeFactory,True,1000000,0.191952499
HttpExchangeFactory,True,1000000,0.185819518
HttpExchangeFactory,True,1000000,0.186441171
HttpExchangeFactory,True,1000000,0.192796917
HttpExchangeFactory,True,1000000,0.202537285
HttpExchangeFactory,True,1000000,0.198596293
HttpExchangeFactory,True,1000000,0.18566907
HttpExchangeFactory,True,1000000,0.196132403
HttpExchangeFactory,True,1000000,0.203768141
HttpExchangeFactory,True,1000000,0.192049635
HttpExchangeFactory,True,1000000,0.187422397
HttpExchangeFactory,True,1000000,0.182733376
HttpExchangeFactory,True,1000000,0.183143743
HttpExchangeFactory,True,1000000,0.196540857
HttpExchangeFactory,True,1000000,0.190246108
HttpExchangeFactory,True,1000000,0.253162009
HttpExchangeFactory,True,1000000,0.208737976
HttpExchangeFactory,True,1000000,0.186827305
HttpExchangeFactory,True,1000000,0.18726751
HttpExchangeFactory,True,1000000,0.191346883
HttpExchangeFactory,True,1000000,0.179785509
HttpExchangeFactory,True,1000000,0.201388701
HttpExchangeFactory,True,1000000,0.209954891
HttpExchangeFactory,True,1000000,0.188464897
HttpExchangeFactory,True,1000000,0.194847183
HttpExchangeFactory,True,1000000,0.20097864
HttpExchangeFactory,True,1000000,0.200998254
HttpExchangeFactory,True,1000000,0.193057853
HttpExchangeFactory,True,1000000,0.195033268
HttpExchangeFactory,True,1000000,0.193752252
HttpExchangeFactory,True,1000000,0.192363983
HttpExchangeFactory,True,1000000,0.202596911
HttpExchangeFactory,True,1000000,0.195121647
HttpExchangeFactory,True,1000000,0.187719242
HttpExchangeFactory,True,1000000,0.196325027
HttpExchangeFactory,True,10000000,1.350419348
HttpExchangeFactory,True,10000000,1.257659792
HttpExchangeFactory,True,10000000,1.240409343
HttpExchangeFactory,True,10000000,1.230121086
HttpExchangeFactory,True,10000000,1.248517045
HttpExchangeFactory,True,10000000,1.306639383
HttpExchangeFactory,True,10000000,1.230006456
HttpExchangeFactory,True,10000000,1.244470846
HttpExchangeFactory,True,10000000,1.243035933
HttpExchangeFactory,True,10000000,1.27510687
HttpExchangeFactory,True,10000000,1.249086212
HttpExchangeFactory,True,10000000,1.249902446
HttpExchangeFactory,True,10000000,1.247682861
HttpExchangeFactory,True,10000000,1.238357523
HttpExchangeFactory,True,10000000,1.447092125
HttpExchangeFactory,True,10000000,1.242105262
HttpExchangeFactory,True,10000000,1.29315337
HttpExchangeFactory,True,10000000,1.251464031
HttpExchangeFactory,True,10000000,1.242887122
HttpExchangeFactory,True,10000000,1.244316676
HttpExchangeFactory,True,10000000,1.234133183
HttpExchangeFactory,True,10000000,1.234641434
HttpExchangeFactory,True,10000000,1.225482857
HttpExchangeFactory,True,10000000,1.220503445
HttpExchangeFactory,True,10000000,1.231845327
HttpExchangeFactory,True,10000000,1.222282839
HttpExchangeFactory,True,10000000,1.227751086
HttpExchangeFactory,True,10000000,1.245802741
HttpExchangeFactory,True,10000000,1.239061191
HttpExchangeFactory,True,10000000,1.223424339
HttpExchangeFactory,True,10000000,1.225409758
HttpExchangeFactory,True,10000000,1.216060598
HttpExchangeFactory,True,10000000,1.230041408
HttpExchangeFactory,True,10000000,1.253098071
HttpExchangeFactory,True,10000000,1.21730852
HttpExchangeFactory,True,10000000,1.231941912
HttpExchangeFactory,True,10000000,1.236999352
HttpExchangeFactory,True,10000000,1.229066471
HttpExchangeFactory,True,10000000,1.299209211
HttpExchangeFactory,True,10000000,1.224579943
HttpExchangeFactory,True,10000000,1.250901991
HttpExchangeFactory,True,10000000,1.256407991
HttpExchangeFactory,True,10000000,1.270879726
HttpExchangeFactory,True,10000000,1.232577376
HttpExchangeFactory,True,10000000,1.24151143
HttpExchangeFactory,True,10000000,1.242509629
HttpExchangeFactory,True,10000000,1.238078664
HttpExchangeFactory,True,10000000,1.255859066
HttpExchangeFactory,True,10000000,1.272042664
HttpExchangeFactory,True,10000000,1.413668166
HttpExchangeFactory,True,100000000,12.909744939
HttpExchangeFactory,True,100000000,13.423392757
HttpExchangeFactory,True,100000000,12.418049954
HttpExchangeFactory,True,100000000,12.39382656
HttpExchangeFactory,True,100000000,12.147084345
HttpExchangeFactory,True,100000000,12.805102706
HttpExchangeFactory,True,100000000,12.289046714
HttpExchangeFactory,True,100000000,11.853979605
HttpExchangeFactory,True,100000000,11.833264387
HttpExchangeFactory,True,100000000,11.909426083
HttpExchangeFactory,True,100000000,11.914877227
HttpExchangeFactory,True,100000000,11.810770295
HttpExchangeFactory,True,100000000,11.970327556
HttpExchangeFactory,True,100000000,11.806396889
HttpExchangeFactory,True,100000000,11.815290898
HttpExchangeFactory,True,100000000,11.863854642
HttpExchangeFactory,True,100000000,11.918036364
HttpExchangeFactory,True,100000000,12.774718655
HttpExchangeFactory,True,100000000,13.012849955
HttpExchangeFactory,True,100000000,12.840761758
HttpExchangeFactory,True,100000000,12.988693703
HttpExchangeFactory,True,100000000,12.908650364
HttpExchangeFactory,True,100000000,12.513578032
HttpExchangeFactory,True,100000000,11.874838984
HttpExchangeFactory,True,100000000,11.968440914
HttpExchangeFactory,True,100000000,11.855917779
HttpExchangeFactory,True,100000000,11.853475205
HttpExchangeFactory,True,100000000,11.864758063
HttpExchangeFactory,True,100000000,11.909502011
HttpExchangeFactory,True,100000000,11.675338598
HttpExchangeFactory,True,100000000,11.833093374
HttpExchangeFactory,True,100000000,11.799456101
HttpExchangeFactory,True,100000000,11.934136822
HttpExchangeFactory,True,100000000,12.443102496
HttpExchangeFactory,True,100000000,11.961345622
HttpExchangeFactory,True,100000000,12.126833737
HttpExchangeFactory,True,100000000,12.052870671
HttpExchangeFactory,True,100000000,12.208688932
HttpExchangeFactory,True,100000000,12.979796979
HttpExchangeFactory,True,100000000,13.193043262
HttpExchangeFactory,True,100000000,12.899368732
HttpExchangeFactory,True,100000000,13.004218067
HttpExchangeFactory,True,100000000,12.213249273
HttpExchangeFactory,True,100000000,12.019434172
HttpExchangeFactory,True,100000000,11.83300575
HttpExchangeFactory,True,100000000,11.780229945
HttpExchangeFactory,True,100000000,11.853620273
HttpExchangeFactory,True,100000000,11.859405042
HttpExchangeFactory,True,100000000,11.855426211
HttpExchangeFactory,True,100000000,12.118381654
