exchange,proxystore,data_size_bytes,latency_s
HttpExchangeFactory,False,1000,0.03355054
HttpExchangeFactory,False,1000,0.035179907
HttpExchangeFactory,False,1000,0.035369722
HttpExchangeFactory,False,1000,0.035720362
HttpExchangeFactory,False,1000,0.037989784
HttpExchangeFactory,False,1000,0.039205306
HttpExchangeFactory,False,1000,0.036655407
HttpExchangeFactory,False,1000,0.035715973
HttpExchangeFactory,False,1000,0.038019241
HttpExchangeFactory,False,1000,0.035604481
HttpExchangeFactory,False,1000,0.038933315
HttpExchangeFactory,False,1000,0.035486287
HttpExchangeFactory,False,1000,0.035929443
HttpExchangeFactory,False,1000,0.041201928
HttpExchangeFactory,False,1000,0.03930306
HttpExchangeFactory,False,1000,0.038323016
HttpExchangeFactory,False,1000,0.040308468
HttpExchangeFactory,False,1000,0.037873291
HttpExchangeFactory,False,1000,0.03810129
HttpExchangeFactory,False,1000,0.033251589
HttpExchangeFactory,False,1000,0.036552345
HttpExchangeFactory,False,1000,0.033463153
HttpExchangeFactory,False,1000,0.032999321
HttpExchangeFactory,False,1000,0.034539913
HttpExchangeFactory,False,1000,0.035500318
HttpExchangeFactory,False,1000,0.03125485
HttpExchangeFactory,False,1000,0.033297158
HttpExchangeFactory,False,1000,0.033473836
HttpExchangeFactory,False,1000,0.032635212
HttpExchangeFactory,False,1000,0.034600957
HttpExchangeFactory,False,1000,0.035661975
HttpExchangeFactory,False,1000,0.034777885
HttpExchangeFactory,False,1000,0.037081808
HttpExchangeFactory,False,1000,0.034663814
HttpExchangeFactory,False,1000,0.036952854
HttpExchangeFactory,False,1000,0.032001474
HttpExchangeFactory,False,1000,0.032959311
HttpExchangeFactory,False,1000,0.033803792
HttpExchangeFactory,False,1000,0.032529562
HttpExchangeFactory,False,1000,0.03300628
HttpExchangeFactory,False,1000,0.03223111
HttpExchangeFactory,False,1000,0.027730707
HttpExchangeFactory,False,1000,0.029197283
HttpExchangeFactory,False,1000,0.029642673
HttpExchangeFactory,False,1000,0.032472392
HttpExchangeFactory,False,1000,0.033095038
HttpExchangeFactory,False,1000,0.032790949
