framework,num_nodes,num_workers_per_node,num_actors,startup_time,shutdown_time
academy,64,52,3328,16.602221743999998,0.72228719
academy,64,52,3328,7.473618166,0.757967601
academy,64,52,3328,7.603371954,0.756293391
academy,64,52,3328,7.748331217,0.747929051
academy,64,52,3328,7.5578322270000005,0.758235607
academy,64,52,3328,7.570724793,0.751390063
